分通道结果,
任务间总显著性,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
HC_31,17.0,1.0,12.0,
PTSD_32,8.0,2.0,10.0,
HC_32,0.0,0.0,5.0,
PTSD_33,11.0,2.0,11.0,
HC_33,14.0,0.0,12.0,
PTSD_34,1.0,0.0,6.0,
HC_34,7.0,0.0,10.0,
PTSD_35,7.0,0.0,12.0,
HC_35,13.0,0.0,14.0,
PTSD_36,2.0,0.0,6.0,
HC_36,6.0,0.0,8.0,
PTSD_37,0.0,0.0,0.0,
HC_37,12.0,0.0,10.0,
PTSD_38,0.0,0.0,9.0,
HC_38,1.0,0.0,4.0,
PTSD_39,0.0,0.0,4.0,
HC_39,0.0,0.0,1.0,
PTSD_40,0.0,0.0,0.0,
HC_40,1.0,0.0,1.0,
PTSD_41,0.0,0.0,1.0,
HC_41,1.0,0.0,0.0,
PTSD_42,0.0,0.0,1.0,
HC_42,0.0,0.0,0.0,
PTSD_43,10.0,0.0,10.0,
HC_43,0.0,0.0,3.0,
PTSD_44,5.0,0.0,8.0,
HC_44,1.0,0.0,1.0,
PTSD_45,0.0,0.0,4.0,
HC_45,0.0,0.0,0.0,
PTSD_46,0.0,0.0,3.0,
HC_46,7.0,0.0,7.0,
PTSD_47,0.0,0.0,0.0,
HC_47,10.0,0.0,8.0,
PTSD_48,2.0,0.0,6.0,
HC_48,1.0,0.0,2.0,
任务间不同ROI显著性分布,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
PTSD_Pre-Motor and Supplementary Motor Cortex,8.0,2.0,21.0,
HC_Pre-Motor and Supplementary Motor Cortex,13.0,0.0,15.0,
PTSD_Dorsolateral prefrontal cortex,5.0,0.0,9.0,
HC_Dorsolateral prefrontal cortex,1.0,0.0,1.0,
PTSD_Frontopolar area,6.0,0.0,9.0,
HC_Frontopolar area,21.0,0.0,21.0,
PTSD_Orbitofrontal area,14.0,3.0,18.0,
HC_Orbitofrontal area,27.0,0.0,30.0,
PTSD_Middle Temporal gyrus,24.0,2.0,38.0,
HC_Middle Temporal gyrus,76.0,0.0,74.0,
PTSD_Superior Temporal Gyrus,10.0,0.0,19.0,
HC_Superior Temporal Gyrus,20.0,0.0,22.0,
PTSD_Temporopolar area,13.0,3.0,30.0,
HC_Temporopolar area,47.0,0.0,51.0,
PTSD_Subcentral area,2.0,0.0,6.0,
HC_Subcentral area,12.0,0.0,15.0,
PTSD_pars opercularis_ part of Broca's area,0.0,0.0,3.0,
HC_pars opercularis_ part of Broca's area,17.0,0.0,15.0,
PTSD_pars triangularis Broca's area,23.0,3.0,35.0,
HC_pars triangularis Broca's area,55.0,5.0,56.0,
PTSD_Dorsolateral prefrontal cortex2,19.0,0.0,32.0,
HC_Dorsolateral prefrontal cortex2,43.0,2.0,53.0,
PTSD_Inferior prefrontal gyrus,0.0,0.0,2.0,
HC_Inferior prefrontal gyrus,27.0,2.0,38.0,
PTSD_Retrosubicular area,1.0,0.0,10.0,
HC_Retrosubicular area,25.0,0.0,28.0,
任务间不同任务阶段显著性分布,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
PTSD_Resting,33.0,3.0,57.0,
HC_Resting,106.0,2.0,119.0,
PTSD_Count1,59.0,6.0,136.0,
HC_Count1,183.0,6.0,221.0,
PTSD_Speak,29.0,4.0,56.0,
HC_Speak,97.0,2.0,101.0,
PTSD_Count2,64.0,6.0,113.0,
HC_Count2,130.0,5.0,130.0,
PTSD_Listen,32.0,3.0,55.0,
HC_Listen,97.0,0.0,100.0,
PTSD_Count3,33.0,4.0,47.0,
HC_Count3,155.0,3.0,167.0,
组间总显著性,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
PSTD+HC,43.0,2.0,33.0,
组间不同血红蛋白显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
oxy,19.0,1.0,11.0,
dxy,12.0,1.0,12.0,
total,12.0,0.0,10.0,
组间不同通道显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
1,2.0,0.0,0.0,
2,1.0,0.0,0.0,
3,4.0,0.0,2.0,
4,4.0,1.0,1.0,
5,4.0,0.0,3.0,
6,0.0,0.0,0.0,
7,0.0,0.0,1.0,
8,0.0,0.0,0.0,
9,0.0,0.0,0.0,
10,0.0,0.0,0.0,
11,0.0,0.0,0.0,
12,1.0,0.0,3.0,
13,3.0,0.0,0.0,
14,2.0,0.0,2.0,
15,0.0,0.0,0.0,
16,0.0,0.0,0.0,
17,1.0,0.0,0.0,
18,0.0,0.0,2.0,
19,1.0,0.0,2.0,
20,2.0,0.0,2.0,
21,1.0,0.0,0.0,
22,2.0,0.0,2.0,
23,0.0,0.0,0.0,
24,1.0,0.0,0.0,
25,0.0,0.0,0.0,
26,0.0,0.0,0.0,
27,1.0,0.0,0.0,
28,0.0,0.0,0.0,
29,0.0,0.0,0.0,
30,0.0,0.0,0.0,
31,2.0,0.0,2.0,
32,0.0,0.0,1.0,
33,2.0,0.0,2.0,
34,1.0,0.0,0.0,
35,1.0,0.0,0.0,
36,0.0,0.0,0.0,
37,0.0,0.0,1.0,
38,0.0,0.0,1.0,
39,0.0,0.0,0.0,
40,0.0,0.0,0.0,
41,0.0,0.0,1.0,
42,0.0,0.0,1.0,
43,1.0,1.0,1.0,
44,3.0,0.0,3.0,
45,0.0,0.0,0.0,
46,0.0,0.0,0.0,
47,0.0,0.0,0.0,
48,3.0,0.0,0.0,
组间不同ROI显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
Pre-Motor and Supplementary Motor Cortex,4.0,0.0,3.0,
Dorsolateral prefrontal cortex,3.0,0.0,4.0,
Frontopolar area,1.0,0.0,0.0,
Orbitofrontal area,0.0,0.0,1.0,
Middle Temporal gyrus,8.0,0.0,2.0,
Superior Temporal Gyrus,1.0,0.0,2.0,
Temporopolar area,7.0,0.0,7.0,
Subcentral area,2.0,0.0,2.0,
pars opercularis_ part of Broca's area,0.0,0.0,0.0,
pars triangularis Broca's area,9.0,0.0,9.0,
Dorsolateral prefrontal cortex2,2.0,1.0,2.0,
Inferior prefrontal gyrus,4.0,1.0,1.0,
Retrosubicular area,2.0,0.0,0.0,
组间不同任务阶段显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
Resting,2.0,0.0,0.0,
Count1,2.0,0.0,3.0,
Speak,3.0,1.0,2.0,
Count2,11.0,0.0,10.0,
Listen,6.0,0.0,3.0,
Count3,19.0,1.0,15.0,
