分通道结果,
任务间总显著性,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
HC_47,27.0,0.0,33.0,
PTSD_48,24.0,0.0,33.0,
HC_48,30.0,0.0,33.0,
任务间不同ROI显著性分布,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
PTSD_Pre-Motor and Supplementary Motor Cortex,78.0,0.0,96.0,
HC_Pre-Motor and Supplementary Motor Cortex,96.0,0.0,99.0,
PTSD_Dorsolateral prefrontal cortex,48.0,0.0,63.0,
HC_Dorsolateral prefrontal cortex,54.0,0.0,57.0,
PTSD_Frontopolar area,132.0,0.0,135.0,
HC_Frontopolar area,132.0,0.0,135.0,
PTSD_Orbitofrontal area,87.0,0.0,81.0,
HC_Orbitofrontal area,84.0,0.0,84.0,
PTSD_Middle Temporal gyrus,168.0,0.0,165.0,
HC_Middle Temporal gyrus,195.0,3.0,201.0,
PTSD_Superior Temporal Gyrus,54.0,0.0,54.0,
HC_Superior Temporal Gyrus,60.0,0.0,60.0,
PTSD_Temporopolar area,93.0,0.0,90.0,
HC_Temporopolar area,99.0,0.0,99.0,
PTSD_Subcentral area,51.0,0.0,54.0,
HC_Subcentral area,57.0,0.0,60.0,
PTSD_pars opercularis_ part of Broca's area,51.0,0.0,54.0,
HC_pars opercularis_ part of Broca's area,57.0,0.0,66.0,
PTSD_pars triangularis Broca's area,201.0,0.0,201.0,
HC_pars triangularis Broca's area,189.0,0.0,198.0,
PTSD_Dorsolateral prefrontal cortex2,252.0,0.0,252.0,
HC_Dorsolateral prefrontal cortex2,234.0,0.0,252.0,
PTSD_Inferior prefrontal gyrus,60.0,0.0,60.0,
HC_Inferior prefrontal gyrus,60.0,0.0,63.0,
PTSD_Retrosubicular area,54.0,0.0,54.0,
HC_Retrosubicular area,63.0,0.0,66.0,
任务间不同任务阶段显著性分布,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
PTSD_Resting,468.0,0.0,471.0,
HC_Resting,525.0,0.0,543.0,
PTSD_Count1,435.0,0.0,447.0,
HC_Count1,450.0,3.0,456.0,
PTSD_Speak,441.0,0.0,447.0,
HC_Speak,462.0,3.0,483.0,
PTSD_Count2,435.0,0.0,447.0,
HC_Count2,420.0,0.0,462.0,
PTSD_Listen,441.0,0.0,462.0,
HC_Listen,453.0,0.0,489.0,
PTSD_Count3,438.0,0.0,444.0,
HC_Count3,450.0,0.0,447.0,
组间总显著性,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
PSTD+HC,51.0,0.0,42.0,
组间不同血红蛋白显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
oxy,17.0,0.0,14.0,
dxy,17.0,0.0,14.0,
total,17.0,0.0,14.0,
组间不同通道显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
1,0.0,0.0,0.0,
2,0.0,0.0,0.0,
3,3.0,0.0,3.0,
4,3.0,0.0,3.0,
5,0.0,0.0,0.0,
6,3.0,0.0,0.0,
7,3.0,0.0,3.0,
8,0.0,0.0,0.0,
9,0.0,0.0,3.0,
10,0.0,0.0,0.0,
11,0.0,0.0,0.0,
12,0.0,0.0,0.0,
13,0.0,0.0,0.0,
14,0.0,0.0,0.0,
15,3.0,0.0,3.0,
16,0.0,0.0,0.0,
17,0.0,0.0,0.0,
18,3.0,0.0,3.0,
19,0.0,0.0,3.0,
20,3.0,0.0,0.0,
21,0.0,0.0,0.0,
22,0.0,0.0,0.0,
23,0.0,0.0,3.0,
24,0.0,0.0,0.0,
25,0.0,0.0,0.0,
26,0.0,0.0,0.0,
27,3.0,0.0,0.0,
28,0.0,0.0,0.0,
29,0.0,0.0,0.0,
30,3.0,0.0,0.0,
31,0.0,0.0,0.0,
32,3.0,0.0,3.0,
33,6.0,0.0,0.0,
34,0.0,0.0,0.0,
35,0.0,0.0,0.0,
36,0.0,0.0,0.0,
37,3.0,0.0,3.0,
38,0.0,0.0,0.0,
39,0.0,0.0,0.0,
40,0.0,0.0,0.0,
41,0.0,0.0,0.0,
42,0.0,0.0,0.0,
43,0.0,0.0,0.0,
44,3.0,0.0,6.0,
45,0.0,0.0,0.0,
46,0.0,0.0,0.0,
47,3.0,0.0,3.0,
48,6.0,0.0,3.0,
组间不同ROI显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
Pre-Motor and Supplementary Motor Cortex,6.0,0.0,6.0,
Dorsolateral prefrontal cortex,3.0,0.0,6.0,
Frontopolar area,3.0,0.0,0.0,
Orbitofrontal area,3.0,0.0,6.0,
Middle Temporal gyrus,9.0,0.0,3.0,
Superior Temporal Gyrus,3.0,0.0,3.0,
Temporopolar area,3.0,0.0,3.0,
Subcentral area,3.0,0.0,0.0,
pars opercularis_ part of Broca's area,3.0,0.0,3.0,
pars triangularis Broca's area,6.0,0.0,6.0,
Dorsolateral prefrontal cortex2,3.0,0.0,3.0,
Inferior prefrontal gyrus,6.0,0.0,3.0,
Retrosubicular area,0.0,0.0,0.0,
组间不同任务阶段显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
Resting,3.0,0.0,6.0,
Count1,3.0,0.0,3.0,
Speak,12.0,0.0,9.0,
Count2,15.0,0.0,6.0,
Listen,6.0,0.0,6.0,
Count3,12.0,0.0,12.0,
