分通道结果,
任务间总显著性,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
PTSD_38,2.0,2.0,2.0,
HC_38,0.0,0.0,0.0,
PTSD_39,4.0,1.0,5.0,
HC_39,1.0,1.0,0.0,
PTSD_40,3.0,1.0,1.0,
HC_40,2.0,1.0,2.0,
PTSD_41,0.0,0.0,0.0,
HC_41,4.0,4.0,5.0,
PTSD_42,1.0,0.0,1.0,
HC_42,2.0,2.0,2.0,
PTSD_43,3.0,2.0,3.0,
HC_43,0.0,0.0,0.0,
PTSD_44,0.0,0.0,4.0,
HC_44,0.0,0.0,0.0,
PTSD_45,4.0,0.0,2.0,
HC_45,1.0,0.0,1.0,
PTSD_46,7.0,6.0,7.0,
HC_46,6.0,2.0,4.0,
PTSD_47,0.0,0.0,0.0,
HC_47,4.0,2.0,6.0,
PTSD_48,2.0,2.0,2.0,
HC_48,15.0,6.0,17.0,
任务间不同ROI显著性分布,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
PTSD_Pre-Motor and Supplementary Motor Cortex,8.0,6.0,6.0,
HC_Pre-Motor and Supplementary Motor Cortex,27.0,8.0,27.0,
PTSD_Dorsolateral prefrontal cortex,1.0,0.0,5.0,
HC_Dorsolateral prefrontal cortex,2.0,2.0,2.0,
PTSD_Frontopolar area,7.0,7.0,12.0,
HC_Frontopolar area,4.0,4.0,9.0,
PTSD_Orbitofrontal area,0.0,0.0,2.0,
HC_Orbitofrontal area,16.0,15.0,18.0,
PTSD_Middle Temporal gyrus,65.0,35.0,72.0,
HC_Middle Temporal gyrus,52.0,25.0,56.0,
PTSD_Superior Temporal Gyrus,10.0,10.0,16.0,
HC_Superior Temporal Gyrus,11.0,7.0,13.0,
PTSD_Temporopolar area,35.0,17.0,35.0,
HC_Temporopolar area,37.0,10.0,36.0,
PTSD_Subcentral area,14.0,11.0,22.0,
HC_Subcentral area,12.0,0.0,18.0,
PTSD_pars opercularis_ part of Broca's area,7.0,6.0,7.0,
HC_pars opercularis_ part of Broca's area,10.0,4.0,10.0,
PTSD_pars triangularis Broca's area,48.0,22.0,50.0,
HC_pars triangularis Broca's area,37.0,19.0,35.0,
PTSD_Dorsolateral prefrontal cortex2,33.0,16.0,30.0,
HC_Dorsolateral prefrontal cortex2,22.0,10.0,18.0,
PTSD_Inferior prefrontal gyrus,20.0,18.0,22.0,
HC_Inferior prefrontal gyrus,19.0,5.0,20.0,
PTSD_Retrosubicular area,10.0,3.0,13.0,
HC_Retrosubicular area,9.0,7.0,17.0,
任务间不同任务阶段显著性分布,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
PTSD_Resting,40.0,4.0,63.0,
HC_Resting,71.0,19.0,74.0,
PTSD_Count1,181.0,111.0,195.0,
HC_Count1,163.0,66.0,184.0,
PTSD_Speak,69.0,40.0,85.0,
HC_Speak,73.0,35.0,77.0,
PTSD_Count2,79.0,51.0,83.0,
HC_Count2,73.0,39.0,79.0,
PTSD_Listen,71.0,49.0,80.0,
HC_Listen,77.0,37.0,80.0,
PTSD_Count3,76.0,47.0,78.0,
HC_Count3,59.0,36.0,64.0,
组间总显著性,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
PSTD+HC,45.0,25.0,39.0,
组间不同血红蛋白显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
oxy,16.0,9.0,12.0,
dxy,16.0,9.0,12.0,
total,13.0,7.0,15.0,
组间不同通道显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
1,0.0,0.0,0.0,
2,2.0,0.0,2.0,
3,0.0,0.0,0.0,
4,1.0,1.0,1.0,
5,2.0,2.0,2.0,
6,0.0,0.0,0.0,
7,1.0,0.0,2.0,
8,0.0,0.0,1.0,
9,0.0,0.0,0.0,
10,0.0,0.0,0.0,
11,2.0,0.0,2.0,
12,1.0,1.0,1.0,
13,2.0,0.0,2.0,
14,2.0,0.0,2.0,
15,0.0,0.0,0.0,
16,0.0,0.0,0.0,
17,0.0,0.0,1.0,
18,2.0,2.0,2.0,
19,0.0,0.0,0.0,
20,0.0,0.0,0.0,
21,2.0,2.0,2.0,
22,0.0,0.0,0.0,
23,0.0,0.0,0.0,
24,3.0,3.0,1.0,
25,0.0,0.0,0.0,
26,0.0,0.0,0.0,
27,0.0,0.0,0.0,
28,0.0,0.0,0.0,
29,0.0,0.0,1.0,
30,0.0,0.0,0.0,
31,0.0,0.0,0.0,
32,0.0,0.0,0.0,
33,2.0,1.0,1.0,
34,3.0,2.0,4.0,
35,0.0,0.0,0.0,
36,1.0,0.0,0.0,
37,4.0,2.0,3.0,
38,0.0,0.0,0.0,
39,1.0,0.0,1.0,
40,4.0,1.0,1.0,
41,0.0,0.0,0.0,
42,0.0,0.0,1.0,
43,0.0,0.0,0.0,
44,0.0,0.0,2.0,
45,0.0,0.0,0.0,
46,3.0,1.0,1.0,
47,2.0,2.0,0.0,
48,5.0,5.0,3.0,
组间不同ROI显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
Pre-Motor and Supplementary Motor Cortex,5.0,5.0,3.0,
Dorsolateral prefrontal cortex,0.0,0.0,3.0,
Frontopolar area,0.0,0.0,1.0,
Orbitofrontal area,3.0,0.0,4.0,
Middle Temporal gyrus,6.0,1.0,5.0,
Superior Temporal Gyrus,2.0,2.0,2.0,
Temporopolar area,3.0,1.0,3.0,
Subcentral area,1.0,0.0,0.0,
pars opercularis_ part of Broca's area,5.0,3.0,1.0,
pars triangularis Broca's area,10.0,7.0,7.0,
Dorsolateral prefrontal cortex2,6.0,3.0,4.0,
Inferior prefrontal gyrus,1.0,1.0,1.0,
Retrosubicular area,3.0,2.0,5.0,
组间不同任务阶段显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
Resting,2.0,1.0,6.0,
Count1,2.0,2.0,1.0,
Speak,16.0,7.0,11.0,
Count2,12.0,9.0,7.0,
Listen,2.0,0.0,1.0,
Count3,11.0,6.0,13.0,
