分通道结果,
任务间总显著性,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
HC_19,31.0,0.0,32.0,
PTSD_20,15.0,0.0,15.0,
HC_20,25.0,0.0,31.0,
PTSD_21,14.0,0.0,22.0,
HC_21,25.0,0.0,35.0,
PTSD_22,10.0,0.0,19.0,
HC_22,26.0,0.0,31.0,
PTSD_23,11.0,0.0,17.0,
HC_23,26.0,0.0,26.0,
PTSD_24,6.0,0.0,14.0,
HC_24,31.0,0.0,29.0,
PTSD_25,27.0,0.0,28.0,
HC_25,26.0,0.0,25.0,
PTSD_26,16.0,0.0,21.0,
HC_26,27.0,0.0,30.0,
PTSD_27,17.0,0.0,19.0,
HC_27,25.0,0.0,27.0,
PTSD_28,12.0,1.0,24.0,
HC_28,29.0,0.0,26.0,
PTSD_29,13.0,0.0,20.0,
HC_29,23.0,0.0,27.0,
PTSD_30,17.0,0.0,24.0,
HC_30,24.0,0.0,29.0,
PTSD_31,20.0,0.0,21.0,
HC_31,28.0,0.0,28.0,
PTSD_32,15.0,0.0,21.0,
HC_32,25.0,0.0,28.0,
PTSD_33,24.0,0.0,21.0,
HC_33,25.0,0.0,28.0,
PTSD_34,23.0,0.0,23.0,
HC_34,21.0,0.0,25.0,
PTSD_35,24.0,0.0,31.0,
HC_35,22.0,0.0,25.0,
PTSD_36,20.0,0.0,26.0,
HC_36,21.0,0.0,29.0,
PTSD_37,10.0,0.0,16.0,
HC_37,32.0,0.0,32.0,
PTSD_38,15.0,0.0,21.0,
HC_38,27.0,0.0,33.0,
PTSD_39,9.0,0.0,18.0,
HC_39,28.0,0.0,35.0,
PTSD_40,15.0,0.0,23.0,
HC_40,29.0,0.0,29.0,
PTSD_41,16.0,0.0,27.0,
HC_41,26.0,0.0,28.0,
PTSD_42,18.0,0.0,23.0,
HC_42,28.0,0.0,31.0,
PTSD_43,24.0,0.0,27.0,
HC_43,26.0,0.0,32.0,
PTSD_44,23.0,0.0,27.0,
HC_44,22.0,0.0,28.0,
PTSD_45,20.0,0.0,27.0,
HC_45,22.0,0.0,33.0,
PTSD_46,21.0,0.0,27.0,
HC_46,19.0,0.0,28.0,
PTSD_47,20.0,0.0,22.0,
HC_47,30.0,0.0,32.0,
PTSD_48,16.0,0.0,27.0,
HC_48,27.0,0.0,32.0,
任务间不同任务阶段显著性分布,
类别,配对t检验显著,配对t检验显著且正态,Wilcoxon符号秩检验显著,
PTSD_Resting,233.0,1.0,279.0,
HC_Resting,338.0,0.0,402.0,
PTSD_Count1,149.0,0.0,191.0,
HC_Count1,323.0,0.0,371.0,
PTSD_Speak,378.0,1.0,522.0,
HC_Speak,524.0,0.0,564.0,
PTSD_Count2,184.0,1.0,247.0,
HC_Count2,348.0,0.0,444.0,
PTSD_Listen,215.0,0.0,262.0,
HC_Listen,321.0,0.0,371.0,
PTSD_Count3,523.0,1.0,609.0,
HC_Count3,570.0,0.0,650.0,
组间总显著性,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
PSTD+HC,47.0,0.0,32.0,
组间不同血红蛋白显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
oxy,12.0,0.0,5.0,
dxy,19.0,0.0,13.0,
total,16.0,0.0,14.0,
组间不同通道显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
1,3.0,0.0,1.0,
2,1.0,0.0,0.0,
3,1.0,0.0,1.0,
4,1.0,0.0,1.0,
5,4.0,0.0,2.0,
6,1.0,0.0,0.0,
7,0.0,0.0,1.0,
8,0.0,0.0,0.0,
9,0.0,0.0,0.0,
10,4.0,0.0,0.0,
11,0.0,0.0,1.0,
12,1.0,0.0,0.0,
13,4.0,0.0,2.0,
14,0.0,0.0,0.0,
15,0.0,0.0,2.0,
16,1.0,0.0,0.0,
17,1.0,0.0,0.0,
18,0.0,0.0,0.0,
19,1.0,0.0,0.0,
20,0.0,0.0,0.0,
21,0.0,0.0,0.0,
22,1.0,0.0,0.0,
23,0.0,0.0,0.0,
24,4.0,0.0,0.0,
25,1.0,0.0,1.0,
26,1.0,0.0,0.0,
27,0.0,0.0,2.0,
28,0.0,0.0,3.0,
29,0.0,0.0,0.0,
30,0.0,0.0,0.0,
31,0.0,0.0,0.0,
32,0.0,0.0,0.0,
33,3.0,0.0,2.0,
34,0.0,0.0,0.0,
35,0.0,0.0,0.0,
36,0.0,0.0,0.0,
37,6.0,0.0,2.0,
38,0.0,0.0,0.0,
39,3.0,0.0,1.0,
40,0.0,0.0,0.0,
41,0.0,0.0,0.0,
42,0.0,0.0,0.0,
43,3.0,0.0,6.0,
44,1.0,0.0,0.0,
45,0.0,0.0,4.0,
46,0.0,0.0,0.0,
47,1.0,0.0,0.0,
48,0.0,0.0,0.0,
组间不同任务阶段显著性分布,
类别,独立样本t检验显著,独立样本t检验显著且正态,Mann-Whitney U检验显著,
Resting,2.0,0.0,4.0,
Count1,6.0,0.0,5.0,
Speak,7.0,0.0,6.0,
Count2,15.0,0.0,8.0,
Listen,8.0,0.0,2.0,
Count3,9.0,0.0,7.0,
